survey_id,Date,ANI,DNIS,channel,product,state,call_transcrpt,all_topics_discussed,supporting_quote,ai_topic_reasoning,customer_sentiment,process_time,model_version,topic_cluster_ids,topic_discussed,general_topic_l1
S021,15/08/2025,0402 819 829,0473 984 722,Email,Travel,VIC,"I'm frustrated about how my wrong item sent was addressed. It seems like there is no proper escalation process or accountability within the team, which made things worse.","['Frustration over wrong item', 'Lack of escalation process', 'Accountability issues']",I'm frustrated about how my wrong item sent was addressed.,The customer expresses dissatisfaction with how their issue was handled and notes the absence of a proper procedure for escalation and accountability.,Negative,2025-11-18T22:46:58,gpt-4o-mini,"[7, 3, 5]",Frustration over wrong item,Incorrect item management
S021,15/08/2025,0402 819 829,0473 984 722,Email,Travel,VIC,"I'm frustrated about how my wrong item sent was addressed. It seems like there is no proper escalation process or accountability within the team, which made things worse.","['Frustration over wrong item', 'Lack of escalation process', 'Accountability issues']",I'm frustrated about how my wrong item sent was addressed.,The customer expresses dissatisfaction with how their issue was handled and notes the absence of a proper procedure for escalation and accountability.,Negative,2025-11-18T22:46:58,gpt-4o-mini,"[7, 3, 5]",Lack of escalation process,Escalation and follow-up issues
S021,15/08/2025,0402 819 829,0473 984 722,Email,Travel,VIC,"I'm frustrated about how my wrong item sent was addressed. It seems like there is no proper escalation process or accountability within the team, which made things worse.","['Frustration over wrong item', 'Lack of escalation process', 'Accountability issues']",I'm frustrated about how my wrong item sent was addressed.,The customer expresses dissatisfaction with how their issue was handled and notes the absence of a proper procedure for escalation and accountability.,Negative,2025-11-18T22:46:58,gpt-4o-mini,"[7, 3, 5]",Accountability issues,Team accountability challenges
S022,12/06/2025,0462 414 269,0472 490 335,Phone,Combined,WA,"Although the product itself is fine, the refund process made the experience unpleasant. I hope future interactions can be smoother and more efficient for customers like me.","['Unpleasant refund process', 'Need for smoother interactions']",the refund process made the experience unpleasant.,The customer expresses dissatisfaction with the refund process affecting their overall experience and hopes for improvements in future interactions.,Negative,2025-11-18T22:47:00,gpt-4o-mini,"[8, 4]",Unpleasant refund process,Customer service issues
S022,12/06/2025,0462 414 269,0472 490 335,Phone,Combined,WA,"Although the product itself is fine, the refund process made the experience unpleasant. I hope future interactions can be smoother and more efficient for customers like me.","['Unpleasant refund process', 'Need for smoother interactions']",the refund process made the experience unpleasant.,The customer expresses dissatisfaction with the refund process affecting their overall experience and hopes for improvements in future interactions.,Negative,2025-11-18T22:47:00,gpt-4o-mini,"[8, 4]",Need for smoother interactions,Service response efficiency
S023,14/05/2025,0451 542 875,0433 433 408,Phone,Ambulance Cover,NSW,The overall experience was not great due to a website bug. I had to contact support multiple times and it still remains unresolved. I expected better service quality.,"['Website bug', 'Unresolved support issues', 'Poor service quality']",The overall experience was not great due to a website bug.,"The customer faced issues with a website bug that led to multiple support contacts without resolution, indicating service quality concerns.",Negative,2025-11-18T22:47:02,gpt-4o-mini,"[11, 1, 2]",Website bug,System stability issues
S023,14/05/2025,0451 542 875,0433 433 408,Phone,Ambulance Cover,NSW,The overall experience was not great due to a website bug. I had to contact support multiple times and it still remains unresolved. I expected better service quality.,"['Website bug', 'Unresolved support issues', 'Poor service quality']",The overall experience was not great due to a website bug.,"The customer faced issues with a website bug that led to multiple support contacts without resolution, indicating service quality concerns.",Negative,2025-11-18T22:47:02,gpt-4o-mini,"[11, 1, 2]",Unresolved support issues,Support communication challenges
S023,14/05/2025,0451 542 875,0433 433 408,Phone,Ambulance Cover,NSW,The overall experience was not great due to a website bug. I had to contact support multiple times and it still remains unresolved. I expected better service quality.,"['Website bug', 'Unresolved support issues', 'Poor service quality']",The overall experience was not great due to a website bug.,"The customer faced issues with a website bug that led to multiple support contacts without resolution, indicating service quality concerns.",Negative,2025-11-18T22:47:02,gpt-4o-mini,"[11, 1, 2]",Poor service quality,Service and Product Quality
S024,5/06/2025,0441 689 427,0462 140 866,Branch,Extras,WA,"I am quite angry with how the slow response was handled. It took longer than expected to get a resolution, and the communication from your support team was not clear enough.","['Slow response time', 'Poor communication']","It took longer than expected to get a resolution, and the communication from your support team was not clear enough.","The customer expresses frustration over delays and unclear communication, indicating a need for improvement in these areas.",Negative,2025-11-18T22:47:05,gpt-4o-mini,"[4, 10]",Slow response time,Service response efficiency
S024,5/06/2025,0441 689 427,0462 140 866,Branch,Extras,WA,"I am quite angry with how the slow response was handled. It took longer than expected to get a resolution, and the communication from your support team was not clear enough.","['Slow response time', 'Poor communication']","It took longer than expected to get a resolution, and the communication from your support team was not clear enough.","The customer expresses frustration over delays and unclear communication, indicating a need for improvement in these areas.",Negative,2025-11-18T22:47:05,gpt-4o-mini,"[4, 10]",Poor communication,Communication improvement needs
S025,14/06/2025,0411 415 595,0463 140 146,Web,Ambulance Cover,TAS,"Although the product itself is fine, the system crash made the experience unpleasant. I hope future interactions can be smoother and more efficient for customers like me.","['System crash issue', 'Need for smoother experience']",the system crash made the experience unpleasant.,The comment highlights a specific technical problem and a desire for improved customer interactions.,Negative,2025-11-18T22:47:08,gpt-4o-mini,"[11, 4]",System crash issue,System stability issues
S025,14/06/2025,0411 415 595,0463 140 146,Web,Ambulance Cover,TAS,"Although the product itself is fine, the system crash made the experience unpleasant. I hope future interactions can be smoother and more efficient for customers like me.","['System crash issue', 'Need for smoother experience']",the system crash made the experience unpleasant.,The comment highlights a specific technical problem and a desire for improved customer interactions.,Negative,2025-11-18T22:47:08,gpt-4o-mini,"[11, 4]",Need for smoother experience,Service response efficiency
